Unnamed: 0,SriLanka_creole,phonetic_transcription,Portuguese_definition,Portuguese_IPA,English_definition,pos,Related_languages,pt_related annotations,sources,original_full_entry,original_Portuguese_definition,original_linguistic_notes,page
1201,jinúa,d̠ʒinuːa,jejum,ʒɨ.ˈʒũ,fasting,noun,Macao creole,,,"Jinjúa, jinúa (p. us.),jinju-nação, jejum. Jinjuà, jejuar. Jinjum: dial. mac.",jejum,pouco usado,159.0
1202,jinjunação,d̠ʒind̠ʒunasaːo,jejum,ʒɨ.ˈʒũ,fasting,noun,Macao creole,,,"Jinjúa, jinúa (p. us.),jinju-nação, jejum. Jinjuà, jejuar. Jinjum: dial. mac.",jejum,pouco usado,159.0
1203,Jinjuá,d̠ʒind̠ʒuaː,jejuar,ʒɨ.ˈʒwaɾ,fast,verb,,,,,jejuar,,
1204,Jornado,d̠ʒoɾnado,jornada,ʒuɾ.ˈna.dɐ,journey,noun,,,,"Jomado, jornada.",jornada,,159.0
1206,Judá,d̠ʒudaː,ajuda,ɐ.ˈʒu.dɐ,help,noun,Macao creole,,,"Judá, judè, judança, ajuda. Judá, judai (poet.), ajudar. Judador, judedor, ajudador; cooperador. Judá: dial. mac.",ajuda,,159.0
1207,judè,d̠ʒudeː,ajuda,ɐ.ˈʒu.dɐ,help,noun,Macao creole,,,"Judá, judè, judança, ajuda. Judá, judai (poet.), ajudar. Judador, judedor, ajudador; cooperador. Judá: dial. mac.",ajuda,,159.0
1208,judança,d̠ʒudansa,ajuda,ɐ.ˈʒu.dɐ,help,noun,Macao creole,,,"Judá, judè, judança, ajuda. Judá, judai (poet.), ajudar. Judador, judedor, ajudador; cooperador. Judá: dial. mac.",ajuda,,159.0
1221,Juntação,d̠ʒuntasaːo,ajuntamento,ɐ.ʒũ.tɐ.ˈmẽ.tu,gathering,noun,,,,"Juntaçâo, ajuntamento.",ajuntamento,,159.0
1226,Junto-servidor,d̠ʒunto seɾʋidoɾ,colega,ku.ˈlɛ.ɡɐ,colleague,noun,,,,,colega,,
1228,Justá,d̠ʒustaː,ajustar,ɐ.ʒuʃ.ˈtaɾ,adjust,verb,,,,"Justa, ajustar. Justado, ajustado, adaptado. Justa-mento, ajustamento.",ajustar,,160.0
1231,Justicia,d̠ʒustisia,justiça,ʒuʃ.ˈti.sɐ,justice,noun,,,,"Justicia, justiça. Cfr. diffe-rencia, presencia.",justiça,,160.0
1233,Kokeira,kokeiɾa,coqueiro,ko.ˈkɐj.ɾu,coconut tree,noun,,,,"Kokeira, coqueiro.",coqueiro,,160.0
1238,Ladinha,ladiɲa,ladainha,lɐ.dɐ.ˈi.ɲɐ,litany,noun,,,,"Ladinha, ladainha.",ladainha,,160.0
1244,Lagárè,lagaːɾeː,lugar,lu.ˈɡaɾ,place,noun,,,,Lagárè (p. us.). V. lugára.,lugar,pouco usado,160.0
1245,Lágri,laːgɾi,lágrima,ˈla.ɡɾi.mɐ,tear,noun,"Macao creole, Mangalor creole",,,"Lágri, lágir (^m), lagrima. Lágri: dial. mangmac. La-gre: dial. de Mahé.",lagrima,,160.0
1246,láguir,laːgiɾ,lágrima,ˈla.ɡɾi.mɐ,tear,noun,"Macao creole, Mangalor creole",,,"Lágri, lágir (^m), lagrima. Lágri: dial. mangmac. La-gre: dial. de Mahé.",lagrima,,160.0
1249,Lampo,lampo,lâmpada,ˈlɐ̃.pɐ.dɐ,lamp,noun,,"Diu creole, Daman creole",,"Lampo, lâmpada. Lampa: .dial. nort.",lâmpada,,160.0
1250,Lantá,lantaː,levantar,lɨ.vɐ̃.ˈtaɾ,raise,verb,Santome,,,"Lantá, levantar (p. us.). Dial. S. Thomé.",levantar,pouco usado,160.0
1256,Lastimo,lastimo,lástima,ˈlaʃ.ti.mɐ,regret,noun,,,,"Lastimo, lastima.",lastima,,160.0
1257,Lastro,lastɾo,laço,ˈla.su,bow,noun,,,,"Lastro, lástor {Br. r), laço. Cfr. pastro e port. nastro, mastro, estrella.",laço,,160.0
1258,lástor,laːstoɾ,laço,ˈla.su,bow,noun,,,,"Lastro, lástor {Br. r), laço. Cfr. pastro e port. nastro, mastro, estrella.",laço,,160.0
1262,Lego,lego,légua,ˈlɛ.ɡwɐ,league,noun,,,,"Lego, leagou (p. us gua. — Cfr. lingo, ago.",légua,pouco usado,160.0
1263,leagou,leagou,légua,ˈlɛ.ɡwɐ,league,noun,,,,"Lego, leagou (p. us gua. — Cfr. lingo, ago.",légua,pouco usado,160.0
1265,Lei,lei,como,ˈko.mu,as,conjunction,,,,"Lei {adv.)^ como. — De laia. Mais us. em compostos: assilei, quelei.",como,,160.0
1271,Lés,leːs,ler,ˈleɾ,read,verb,,,,"Lés, lez, leis, (p. us.), ler. s ou s[ por excepção.",ler,pouco usado,161.0
1272,lez,les,ler,ˈleɾ,read,verb,,,,"Lés, lez, leis, (p. us.), ler. s ou s[ por excepção.",ler,pouco usado,161.0
1273,leis,leis,ler,ˈleɾ,read,verb,,,,"Lés, lez, leis, (p. us.), ler. s ou s[ por excepção.",ler,pouco usado,161.0
1274,Lés,leːs,lição,li.ˈsɐ̃w̃,﻿lesson,noun,,,,"Lés, lição. Cír. fas, fres.",lição,,161.0
1277,Lestemente,lestemente,prontamente,pɾõ.tɐ.ˈmẽ.tɨ,readily,adverb,,,,,prontamente,,
1278,Léte,leːte,leite,ˈlɐj.tɨ,milk,noun,,,,"Léte, leite.",leite,,161.0
1282,Levadura,leʋaduɾa,fermento,fɨɾ.ˈmẽ.tu,leaven,noun,,,,"Levadura, fermento.",fermento,,161.0
1286,Leventà,leʋentaː,levantar,lɨ.vɐ̃.ˈtaɾ,raise,verb,,,,"Leventà [Br. i), levantar. V. lantá.",levantar,,161.0
1292,Lingo,lingo,língua,ˈlĩ.ɡwɐ,tongue,noun,"Diu creole, Macao creole",,,"Lingo, lingua. Dial. divmac. Cfr. lego.",lingua,,161.0
1297,Liverdade,liʋeɾdade,liberdade,li.bɨɾ.ˈda.dɨ,freedom,noun,,,,"Li verdade, livradade {Br. 2), liberdade (t. us.). — De livre.",liberdade,,161.0
1298,livradade,liʋɾadade,liberdade,li.bɨɾ.ˈda.dɨ,freedom,noun,,,,"Li verdade, livradade {Br. 2), liberdade (t. us.). — De livre.",liberdade,,161.0
1299,Livrança,liʋɾansa,libertação,li.bɨɾ.tɐ.ˈsɐ̃w̃,liberation,noun,,,,"Livrança, livrancè, livra-ção, livramento; libertação.",libertação,,161.0
1300,livrancè,liʋɾanseː,libertação,li.bɨɾ.tɐ.ˈsɐ̃w̃,liberation,noun,,,,"Livrança, livrancè, livra-ção, livramento; libertação.",libertação,,161.0
1301,livração,liʋɾasaːo,libertação,li.bɨɾ.tɐ.ˈsɐ̃w̃,liberation,noun,,,,"Livrança, livrancè, livra-ção, livramento; libertação.",libertação,,161.0
1302,Ló,loː,logo,ˈlɔ.ɡu,then,adverb,"Cochin creole, Mangalor creole",,,"Ló, logo: partic. dofut. positivo. Lodia, logo devia: partic. do cond. positivo. Dial. cochmangmac, de Coraçáo.",logo,,161.0
1307,Loità,lojtaː,lutar,lu.ˈtaɾ,fight,verb,,Old Portuguese,,"Loità, luctar. Loitamento, loitança, lucta; briga. — Luy-tar: port. arch.; luitar: no Minho.",luctar,,161.0
1311,Louvro,louʋɾo,louvor,low.ˈvoɾ,praise,noun,,,,"Louvro, louvor (mais us.).",louvor,,161.0
1312,Lovà,loʋaː,louvar,low.ˈvaɾ,praise,verb,,,,"Lovà, louvar (mais us.).",louvar,,161.0
1313,Lugàra,lugaːɾa,lugar,lu.ˈɡaɾ,place,noun,,,,"Lugàra, Ingàrè, Ingària {Br. 1), logar (t. us.). Lugar-gosto, logar gostoso.",logar,,161.0
1314,Iugàrè,iugaːɾeː,lugar,lu.ˈɡaɾ,place,noun,,,,"Lugàra, Ingàrè, Ingària {Br. 1), logar (t. us.). Lugar-gosto, logar gostoso.",logar,,161.0
1315,Iugària,iugaːɾia,lugar,lu.ˈɡaɾ,place,noun,,,,"Lugàra, Ingàrè, Ingària {Br. 1), logar (t. us.). Lugar-gosto, logar gostoso.",logar,,161.0
1317,Luguéra,lugeːɾa,aluguer,ɐ.lu.ˈɡɛɾ,rental,verb,,,,"Lugéra {gu), aluguer.",aluguer,,161.0
1322,Lumado,lumado,aluado,ɐ.ˈlwa.du,moonstruck,adjective,,,,,aluado,,
1327,Luzé,luzeː,luzir,lu.ˈziɾ,shine,verb,,,,"Luzé, luzir. Luzindo, luzente.",luzir,,161.0
1330,Mação,masaːo,mansão,mɐ̃.ˈsɐ̃w̃,mansion,noun,,,,"Mação, mansão. Cfr. moção.",mansão,,161.0
1336,Madergà,madeɾgaː,madrugar,mɐ.dɾu.ˈɡaɾ,get up early,verb,,,,"Madergà, madrugar. Cfr. abersá.",madrugar,,162.0
1339,Magovà,magoʋaː,magoar,mɐ.ˈɡwaɾ,hurt,verb,,,,"Magovà, maguvà, maguar. Cfr. ruviná, perdová.",maguar,,162.0
1340,maguvà,maguʋaː,magoar,mɐ.ˈɡwaɾ,hurt,verb,,,,"Magovà, maguvà, maguar. Cfr. ruviná, perdová.",maguar,,162.0
1341,Mai,mai,mãe,ˈmɐ̃j̃,mother,noun,Capeverdean creole,,,"Mai, mãe. Dial. de Mahé, cab. T. em mirandês.",mãe,,162.0
1347,Major,mad̠ʒoɾ,maior,mɐj.ˈɔɾ,bigger,adjective,,,,"Major, maior. Mais vis. mais grande.",maior,,162.0
1352,Malfetor,malfetoɾ,malfeitor,maɫ.fɐj.ˈtoɾ,malefactor,noun,,,,"Malfetor, malfeitor.",malfeitor,,162.0
1353,Malino,malino,maligno,mɐ.ˈli.ɡnu,malignant,adjective,,Old Portuguese,,"Malino, maligno. — Port. arch.",maligno,,162.0
1363,Manhão,maɲaːo,manhã,mɐ.ˈɲɐ̃,morning,noun,Cochin creole,,,"Manhão, manhã. Dial. coch. Cfr. amanhão, palmiáo.",manhã,,162.0
1365,Manhecé,maɲeseː,amanhecer,ɐ.mɐ.ɲɨ.ˈseɾ,sunrise,verb,,,,"Manhecé, manecô, amanhecer. Cfr. con'cê.",amanhecer,,162.0
1366,manecê,maneseː,amanhecer,ɐ.mɐ.ɲɨ.ˈseɾ,sunrise,verb,,,,"Manhecé, manecô, amanhecer. Cfr. con'cê.",amanhecer,,162.0
1375,Mára,maːɾa,maré,mɐ.ˈɾɛ,tide,noun,,,,"Mara, maré, mar. Cfr. hi-gára, cujéra.",mar,,162.0
1376,marè,maɾeː,mar,ˈmaɾ,sea,noun,,,,"Mara, maré, mar. Cfr. hi-gára, cujéra.",mar,,162.0
1378,Marello,maɾelo,amarelo,ɐ.mɐ.ˈɾɛ.lu,yellow,adjective,,"Diu creole, Daman creole",,"Marello, amarello.Dial. nort.",amarello,,162.0
1379,Marga,maɾga,amargo,ɐ.ˈmaɾ.ɡu,bitter,adjective,,,,"Marga, amargo. Us. n'a fórm. feminina. T. subs.: nehum marga = nenhuma amargura. Margôra, amargura. Margo-so, amargoso.",amargo,,162.0
1380,Margôra,maɾgoːɾa,amargura,ɐ.mɐɾ.ˈɡu.ɾɐ,bitterness,noun,,,,,amargura,,
1383,Mármor,maːɾmoɾ,mármore,ˈmaɾ.mu.ɾɨ,marble,noun,,,,"Mármor, màrmar, mármore.",mármore,,163.0
1384,màrmar,maːɾmaɾ,mármore,ˈmaɾ.mu.ɾɨ,marble,noun,,,,"Mármor, màrmar, mármore.",mármore,,163.0
1385,Martellè,maɾteleː,martelo,mɐɾ.ˈtɛ.lu,hammer,noun,,,,"Martellè, martél, martello.",martelo,,163.0
1386,martél,maɾteːl,martelo,mɐɾ.ˈtɛ.lu,hammer,noun,,,,"Martellè, martél, martello.",martelo,,163.0
1389,Marvioso,maɾʋiozo,maravilhoso,mɐ.ɾɐ.vi.ˈʎo.zu,wonderful,adjective,,,,,maravilhoso,,
1402,Matação,matasaːo,homicídio,u.mi.ˈsi.dju,homicide,noun,,,,"Matacão, homicidio. Matança, homicídio; matadoiro.",homicidio,,163.0
1403,matança,matansa,homicídio,u.mi.ˈsi.dju,homicide,noun,,,,"Matacão, homicidio. Matança, homicídio; matadoiro.",homicidio,,163.0
1409,Medè,medeː,medir,mɨ.ˈdiɾ,measure,verb,,,,"Mede, medir. Cír. pidê.",medir,,163.0
1415,Meido,meido,medo,ˈme.du,fear,noun,,,,"Meido (fórm. mod.), medo. Cfr. deido.",medo,forma moderna,163.0
1417,Mellifluoso,melifluozo,melífluo,mɨ.li.ˈflwu,mellifluous,adjective,,,,"Mellifluoso, mellifluo. Cfr. varioso, serioso.",mellifluo,,163.0
1418,Memo,memo,mimo,ˈmi.mu,cuddle,noun,,,,"Memo, mimo. Memoso, mimoso.",mimo,,163.0
1421,Méo,meːo,meio,ˈmɐj.u,"half, middle",adjective,Macao creole,,,"Méo, meio. Dial. mac. Cfr. chéo, féo.",meio,,163.0
1424,Mercê,meɾseː,merecer,mɨ.ɾɨ.ˈseɾ,deserve,verb,Diu creole,Dialectal Portuguese,,"Mercê, merecer. Dial. div. Mercemento, mercimento, mericemento, merecimento.— Mercer, mercimento: port. Dialetal Portuguese.",merecer,,163.0
1428,Merecê,meɾeseː,merecer,mɨ.ɾɨ.ˈseɾ,warrant,verb,,,,"Mereoê {Br. 2), mercê.",merecer,,163.0
1429,Meritória,meɾitoːɾia,mérito,ˈmɛ.ɾi.tu,merits,noun,,,,"Meritória, mérito.",mérito,,163.0
1431,Mès,meːs,mês,ˈmeʃ,month,noun,,,,"Mès, méis, mez.",mês,,163.0
1432,méis,meːjs,mês,ˈmeʃ,month,noun,,,,"Mès, méis, mez.",mês,,163.0
1434,Méssa,meːsa,mesa,ˈme.zɐ,table,noun,,,,"Méssa, mesa (mais us.). Em singl. Hfl {mèse).",mesa,,163.0
1435,Messá,mesaː,ameaçar,ɐ.mjɐ.ˈsaɾ,threaten,verb,,Old Portuguese,,"Messá, ameaçar. — Port. arch. ameçar.",ameaçar,,163.0
1445,Militàrio,militaːɾio,militar,mɨ.li.ˈtaɾ,military,adjective,,,,"Militàrio {Br. 2), militar.",militar,,164.0
1448,Mimôri,mimoːɾi,memória,mɨ.ˈmɔ.ɾjɐ,memory,noun,"Macao creole, Mangalor creole",,,"Mimôri, memoria. Dial. mangmac. mêmori. Cfr. istôri.",memoria,,164.0
1452,Ministeiro,ministeiɾo,ministério,mɨ.niʃ.ˈtɛ.ɾju,ministry,noun,,,,"Ministeiro (TV. J"".), ministério.",ministério,,164.0
1453,Ministração,ministɾasaːo,ministério,mɨ.niʃ.ˈtɛ.ɾju,ministry,noun,,,,"Ministraçào, ministério. — Deriv. reg.",ministério,derivado,164.0
1455,Minteira,minteiɾa,mentira,mẽ.ˈti.ɾɐ,lie,noun,,,,,mentira,,
1459,Mira,miɾa,mirra,ˈmi.Rɐ,myrrh,noun,,,,"Mira, myrrha.",mirra,,164.0
1460,Misaravel,mizaɾaʋel,miserável,mi.zɨ.ˈɾa.vɛɫ,miserable,adjective,,,,"Misaravel, misravel, miserável.",miserável,,164.0
1461,misravel,mizɾaʋel,miserável,mi.zɨ.ˈɾa.vɛɫ,miserable,adjective,,,,"Misaravel, misravel, miserável.",miserável,,164.0
1463,Misricordia,mizɾikoɾdia,misericórdia,mi.zɨ.ɾi.ˈkɔɾ.djɐ,mercy,noun,,,,"Misricordia, misrecordia (fi7«í.), misericórdia. Misri-oordioso, misericordioso.",misericórdia,,164.0
1464,misrecordia,mizɾekoɾdia,misericórdia,mi.zɨ.ɾi.ˈkɔɾ.djɐ,mercy,noun,,,,"Misricordia, misrecordia (fi7«í.), misericórdia. Misri-oordioso, misericordioso.",misericórdia,,164.0
1470,Mistrá,mistɾaː,misturar,miʃ.tu.ˈɾaɾ,shuffle,verb,,,,"Mistrá, misturar.",misturar,,164.0
1474,Moito,mojto,muito,ˈmwĩ.tu,very,adjective,,,,"Moito, muito (mais us.).",muito,,164.0
1481,Montanho,montaɲo,montanha,mõ.ˈtɐ.ɲɐ,mountain,noun,,,,"Montanho, montanha (t. us.).",montanha,,164.0
1488,Morra,mora,morar,mu.ˈɾaɾ,live,verb,,,,"Morra, morar. Cfr. chorrá, virrá.",morar,,164.0
1491,Mortajo,moɾtad̠ʒo,mortalha,muɾ.ˈta.ʎɐ,shroud,noun,,,,"Mortajo, mortalha. Cfr. tra-vajo, ojo.",mortalha,,164.0
1492,Mortià,moɾtiaː,amortalhar,ɐ.muɾ.tɐ.ˈʎaɾ,shroud,verb,,,,"Mortià, amortalhar. Cfr. em-briá, traviá.",amortalhar,,164.0
1493,Mostárdè,mostaːɾdeː,mostarda,muʃ.ˈtaɾ.dɐ,mustard,noun,,,,"Mostàrdè, mostarda.",mostarda,,164.0
1494,Mourdé,mouɾdeː,morder,muɾ.ˈdeɾ,bite,verb,,,,"Mourdé, morder (t. us.). Mourdindo (A^. 7"".), o morder.",morder,,164.0
1496,Movà,moʋaː,mover,mu.ˈveɾ,move,verb,,,,"Mova, mover.",mover,,164.0
1497,Muê,mueː,moer,ˈmweɾ,mill,verb,,,,"Muê, muá, moer.",moer,,164.0
1498,muá,muaː,moer,ˈmweɾ,mill,verb,,,,"Muê, muá, moer.",moer,,164.0
1500,Mudáncè,mudaːnseː,mudança,mu.ˈdɐ̃.sɐ,change,noun,,,,"Mudáncè, mudação, mudança. Cfr. cuidaçáo.",mudança,,164.0
1501,mudação,mudasaːo,mudança,mu.ˈdɐ̃.sɐ,change,noun,,,,"Mudáncè, mudação, mudança. Cfr. cuidaçáo.",mudança,,164.0
1502,Mudano,mudano,mundano,mũ.ˈdɐ.nu,mundane,adjective,,,Bautismo,"Mudano, mundano. Muduco {Baut. ""ii)...: Mujà, V. MOLJÁ. Mulhàra (5. C), mulher. Cfr. mára. Mulher-fíjies,mulher e filhos.",mundano,,165.0
1506,Mundoso,mundozo,mundano,mũ.ˈdɐ.nu,mundane,adjective,,,,,mundano,,
1507,Murguiá,muɾgiaː,mergulhar,mɨɾ.ɡu.ˈʎaɾ,dive,verb,,,,"Murguiá, mergulhar. Mur-",mergulhar,,165.0
1515,Mustrà,mustɾaː,mostrar,muʃ.ˈtɾaɾ,collapse,verb,,,,"Mnstrà, mostrar.",mostrar,,165.0
1517,Mystéria,misteːɾia,mistério,miʃ.ˈtɛ.ɾju,mystery,noun,,,,"Mystéria, mysterio. Cfr. adultéria.",mysterio,,165.0
1526,Nan,nan,não,ˈnɐ̃w̃,no,adverb,,,,"Nan (fórm. mod.), não.",não,forma moderna,165.0
1529,Navigà,naʋigaː,navegar,nɐ.vɨ.ˈɡaɾ,sail,verb,,,,"Navigà, navegar.",navegar,,165.0
1530,Necestade,nesestade,necessidade,nɨ.sɨ.si.ˈda.dɨ,need,noun,,,,"Neoestade, (p. us.). V. nis-",necessidade,pouco usado,165.0
1532,Negócia,negoːsia,negócio,nɨ.ˈɡɔ.sju,business,noun,,,,"Negoceia, negocio.",negócio,,165.0
1548,Nistá,nistaː,necessitar,nɨ.sɨ.si.ˈtaɾ,need,verb,,,,"Nistá, necessitar; ser necessário. Nistade, necessidade.",necessitar,,165.0
1549,Nistade,nistade,necessidade,nɨ.sɨ.si.ˈda.dɨ,need,noun,,,,,necessidade,,
1550,Nó,noː,nu,ˈnu,naked,noun,,,,"Nó, nuó, nu. Padre Almeida tem mio.",nu,,165.0
1551,nuó,nuoː,nu,ˈnu,naked,noun,,,,"Nó, nuó, nu. Padre Almeida tem mio.",nu,,165.0
1552,Nóber,noːbeɾ,nobre,ˈnɔ.bɾɨ,noble,adjective,,,,"Nóber (fórm. mod.), nobre.",nobre,forma moderna,166.0
1555,Nocente,nosente,inocente,i.nu.ˈsẽ.tɨ,innocent,adjective,,,,"Nocente, nocenti, inno-cente.",inno-cente,,166.0
1556,nocenti,nosenti,inocente,i.nu.ˈsẽ.tɨ,innocent,adjective,,,,"Nocente, nocenti, inno-cente.",inno-cente,,166.0
1557,Nogo,nogo,novo,ˈno.vu,new,adjective,,,"O Bruffador, i periódico","Nogo (Br. I ), novo. Cfr. ogo, avoá.",novo,,166.0
1565,Nonca,nonka,nunca,ˈnũ.kɐ,never,adverb,Cochin creole,,Elucidário de Viterbo,"Nonca, nonco, nuca, núcu (fórm. mod.). V. nunca. — A^m-ca: dial. coch. Elucid.: nonca, nonco.",nunca,,166.0
1566,nonco,nonko,nunca,ˈnũ.kɐ,never,adverb,Cochin creole,,Elucidário de Viterbo,"Nonca, nonco, nuca, núcu (fórm. mod.). V. nunca. — A^m-ca: dial. coch. Elucid.: nonca, nonco.",nunca,,166.0
1567,nuca,nuka,nunca,ˈnũ.kɐ,never,adverb,Cochin creole,,Elucidário de Viterbo,"Nonca, nonco, nuca, núcu (fórm. mod.). V. nunca. — A^m-ca: dial. coch. Elucid.: nonca, nonco.",nunca,,166.0
1568,núcu,nuːku,nunca,ˈnũ.kɐ,never,adverb,Cochin creole,,Elucidário de Viterbo,"Nonca, nonco, nuca, núcu (fórm. mod.). V. nunca. — A^m-ca: dial. coch. Elucid.: nonca, nonco.",nunca,,166.0
1569,Nono,nono,avô,ɐ.ˈvo,grandfather,noun,Capeverdean creole,,,"Nono, avô. Dial. cab. dono.",avô,,166.0
1576,Nóvis,noːʋis,nuvem,ˈnu.vɐ.ɐ̃j̃,cloud,noun,,,,Novis (C A.)nuvem.,nuvem,,166.0
1580,Num,num,não,ˈnɐ̃w̃,no,adverb,,Portuguese-based creoles of Indian mainland,,"Num, nun, não. Numpodé, numpôdi, não pôde. Numpo-dia, não podia. Nuntem, não tem; não sou. Nuntinha, não era. — ""Num : vulg. no cont.",não,,166.0
1581,nun,nun,não,ˈnɐ̃w̃,no,adverb,,Portuguese-based creoles of Indian mainland,,"Num, nun, não. Numpodé, numpôdi, não pôde. Numpo-dia, não podia. Nuntem, não tem; não sou. Nuntinha, não era. — ""Num : vulg. no cont.",não,,166.0
1588,Nunca,nunka,nunca,ˈnũ.kɐ,never,adverb,Macao creole,,,"Nunca, nunco, nunca. T. partic. do per/, neg. Dial. mac.",nunca,,166.0
1589,nunco,nunko,nunca,ˈnũ.kɐ,never,adverb,Macao creole,,,"Nunca, nunco, nunca. T. partic. do per/, neg. Dial. mac.",nunca,,166.0
1590,Nuvè,nuʋeː,nuvem,ˈnu.vɐ.ɐ̃j̃,cloud,noun,Macao creole,,,"Nuvè, nuvem. Dial. mac. No Minho: nuve, nube.",nuvem,,166.0
1591,Ô,oː,ou,ow,or,conjunction,,,,"Ó, ou (t. us.).",ou,,166.0
1592,Obedicé,obediseː,obedecer,ɔ.bɨ.dɨ.ˈseɾ,obey,verb,,,,"Obedicé, obdecé, obedecer (t. us.). Obdicindo, obedecendo. Obedecencia, obede-cimento, obediência.",obedecer,,166.0
1593,obdecé,obdeseː,obedecer,ɔ.bɨ.dɨ.ˈseɾ,obey,verb,,,,"Obedicé, obdecé, obedecer (t. us.). Obdicindo, obedecendo. Obedecencia, obede-cimento, obediência.",obedecer,,166.0
1597,Obre,obɾe,obra,ˈɔ.bɾɐ,artwork,noun,,,,"Obre, óber (fórm. mod.), obra.",obra,forma moderna,166.0
1598,óber,oːbeɾ,obra,ˈɔ.bɾɐ,artwork,noun,,,,"Obre, óber (fórm. mod.), obra.",obra,forma moderna,166.0
1599,Obração,obɾasaːo,operação,ɔ.pɨ.ɾɐ.ˈsɐ̃w̃,operation,noun,,,,"Obração, operação. — Deriv. reg. de obra.",operação,derivado,166.0
1601,Obrigacè,obɾigaseː,obrigação,ɔ.bɾi.ɡɐ.ˈsɐ̃w̃,obligation,noun,,,"O Bruffador, i periódico","Obrigacè {Br. i), obrigação.",obrigação,,166.0
1604,Ódia,oːdia,ódio,ˈɔ.dju,hate,noun,,,,"Ódia, ódio.",ódio,,166.0
1606,Offercé,ofeɾseː,oferecer,ɔ.fɨ.ɾɨ.ˈseɾ,offer,verb,,,,"Ofifercé, ofFerecer. Offerci-mento (p. us.), oíferação (A''. J"".), oíFerça, offerço (mais us.), ofFerecimento, offerta.",oferecer,pouco usado,166.0
1607,Offercimento,ofeɾsimento,oferta,ɔ.ˈfɛɾ.tɐ,gift,noun,,,,,oferta,,
1608,offeração,ofeɾasaːo,oferta,ɔ.ˈfɛɾ.tɐ,gift,noun,,,,,oferta,,
1609,offerça,ofeɾsa,oferta,ɔ.ˈfɛɾ.tɐ,gift,noun,,,,,oferta,,
1610,offerço,ofeɾso,oferta,ɔ.ˈfɛɾ.tɐ,gift,noun,,,,,oferta,,
1622,Olyo,olʲo,hoje,ô.je,today,adverb,,,,"Oljo (fórm. mod.), hoje. Mais us. hojo.",hoje,forma moderna,167.0
1627,Ontà,ontaː,untar,ũ.ˈtaɾ,anoint,verb,,Dialetal Portuguese Alentejo,,"Ontà, untar. — Ontar: dial. alemtej.",untar,,167.0
1628,Onte,onte,ontem,ˈõ.tɐ̃j̃,yesterday,adverb,"Cochin creole, Singapore creole",,,"Onte, ónti, ónta, hontem. Onte: dial. coch. Dial. singp. hónti.",ontem,,167.0
1629,ónti,oːnti,ontem,ˈõ.tɐ̃j̃,yesterday,adverb,"Cochin creole, Singapore creole",,,"Onte, ónti, ónta, hontem. Onte: dial. coch. Dial. singp. hónti.",ontem,,167.0
1630,ónta,oːnta,ontem,ˈõ.tɐ̃j̃,yesterday,adverb,"Cochin creole, Singapore creole",,,"Onte, ónti, ónta, hontem. Onte: dial. coch. Dial. singp. hónti.",ontem,,167.0
1633,Oratória,oɾatoːɾia,oratório,ɔ.ɾɐ.ˈtɔ.ɾju,oratory,noun,,,,"Oratória, oratório.",oratório,,167.0
1636,Ordinà,oɾdinaː,ordenar,ɔɾ.dɨ.ˈnaɾ,order,verb,,Old Portuguese,,"Ordinà, ordenar. Ordinan-cias {Baut.)^ ordenanças. — Ordinar: port. arch.",ordenar,,167.0
1641,Ortelão,oɾtelaːo,hortelã,ɔɾ.tɨ.ˈlɐ̃,mint,noun,,,,"Ortelão, hortelã.",hortelã,,167.0
1642,Orvai,oɾʋai,orvalho,ɔɾ.ˈva.ʎu,dew,noun,Diu creole,,,"Orvai, oravai, orvalho. Dial. div. vuruvalh. Cfr. cara' vão, travai.",orvalho,,167.0
1643,oravai,oɾaʋai,orvalho,ɔɾ.ˈva.ʎu,dew,noun,Diu creole,,,"Orvai, oravai, orvalho. Dial. div. vuruvalh. Cfr. cara' vão, travai.",orvalho,,167.0
1644,Otro,otɾo,outro,ˈow.tɾu,other,pronoun,Macao creole,,,"Otro, outrè (p. us.), outro (t. us.). Otro: dial. mac.",outro,pouco usado,167.0
1645,outrè,outɾeː,outro,ˈow.tɾu,other,pronoun,Macao creole,,,"Otro, outrè (p. us.), outro (t. us.). Otro: dial. mac.",outro,pouco usado,167.0
1648,Oura,ouɾa,ouro,o.ɾu,gold,noun,,,,"Oura, óru, ouro (t. us.). Ouro-anjo, anjo de ouro. Ouro-coroacoroa de ouro.",ouro,,167.0
1649,óru,oːɾu,ouro,o.ɾu,gold,noun,,,,"Oura, óru, ouro (t. us.). Ouro-anjo, anjo de ouro. Ouro-coroacoroa de ouro.",ouro,,167.0
1652,Ouvida,ouʋida,ouvido,ow.ˈvi.du,ear,noun,,,,"Ouvida, ovido, ovida, ouvido. Ovi, ouvir (mais us.). Ovi: dial. coch.",ouvido,,167.0
1653,ovido,oʋido,ouvido,ow.ˈvi.du,ear,noun,,,,"Ouvida, ovido, ovida, ouvido. Ovi, ouvir (mais us.). Ovi: dial. coch.",ouvido,,167.0
1654,ovida,oʋida,ouvido,ow.ˈvi.du,ear,noun,,,,"Ouvida, ovido, ovida, ouvido. Ovi, ouvir (mais us.). Ovi: dial. coch.",ouvido,,167.0
1656,Ovelho,oʋeʎo,ovelha,ɔ.ˈvɐj.ʎɐ,sheep,noun,,,,"Ovelho, ovelha.",ovelha,,167.0
